id_cliente,idade,regiao,categoria,renda_mensal,gastos_mensais,satisfacao
492,63,Sul,Intermediário,2362.94,2801.64,7.6
493,57,Centro-Oeste,Intermediário,5938.42,2757.93,8.4
494,49,Norte,Básico,8486.16,1970.38,8.2
495,33,Sul,Básico,4749.68,1224.68,8.1
496,39,Centro-Oeste,Básico,5074.66,2902.76,7.7
497,24,Nordeste,Básico,3460.71,1757.29,6.9
498,37,Sudeste,Básico,1484.68,1888.32,9.9
499,67,Centro-Oeste,Intermediário,3295.92,1562.28,5.9
500,40,Norte,Básico,2560.66,1177.15,7.2
501,24,Sudeste,Básico,2029.49,771.95,7.2
502,52,Centro-Oeste,Intermediário,6783.54,2243.01,7.8
503,69,Sudeste,Intermediário,4609.29,1251.62,6.6
504,63,Sul,Básico,4769.53,3941.67,7.6
505,32,Sudeste,Premium,3736.47,1039.75,7.0
506,42,Sudeste,Premium,3940.69,919.83,5.0
507,46,Nordeste,Intermediário,5646.83,2157.1,7.2
508,31,Nordeste,Intermediário,4151.49,2870.52,5.7
509,32,Centro-Oeste,Básico,4996.04,1845.21,4.8
510,30,Sul,Premium,3905.99,2200.57,7.4
511,70,Centro-Oeste,Básico,3686.77,509.52,7.9
512,57,Nordeste,Premium,2089.63,1325.74,7.9
513,62,Sudeste,Intermediário,1233.38,1048.47,8.0
514,61,Sul,Básico,3807.66,473.47,4.5
515,68,Sul,Básico,4284.75,1881.89,5.3
516,23,Nordeste,Intermediário,2270.8,300.0,10.0
517,64,Sudeste,Intermediário,4148.29,874.46,5.7
518,21,Centro-Oeste,Básico,4280.63,1423.96,8.1
519,43,Centro-Oeste,Intermediário,1200.0,1218.1,6.2
520,49,Nordeste,Premium,2827.31,2077.49,7.3
521,36,Norte,Intermediário,4810.9,2013.91,6.3
522,25,Nordeste,Intermediário,4780.59,2425.66,8.0
523,28,Centro-Oeste,Básico,2469.49,2326.67,7.4
524,61,Sul,Intermediário,4437.67,2598.57,6.6
525,34,Sul,Básico,5733.61,1798.66,5.7
526,34,Norte,Premium,5365.61,2012.43,7.6
527,66,Sudeste,Básico,4057.07,2158.06,5.5
528,25,Norte,Intermediário,3498.04,1899.16,7.8
529,66,Sudeste,Básico,3255.98,1521.96,10.0
530,66,Nordeste,Básico,4901.73,1567.29,9.1
531,49,Centro-Oeste,Intermediário,4492.66,1227.71,8.2
532,26,Sudeste,Intermediário,5144.11,2095.13,7.1
533,26,Centro-Oeste,Intermediário,4397.81,1734.19,4.5
534,33,Sul,Premium,5428.15,1335.78,5.3
535,48,Centro-Oeste,Premium,4341.89,1336.43,9.0
536,26,Sul,Premium,5377.03,952.72,6.1
537,42,Sudeste,Básico,5506.23,2485.19,6.2
538,24,Nordeste,Intermediário,2993.21,1855.03,7.0
539,46,Sudeste,Premium,1487.78,1196.04,5.7
540,19,Centro-Oeste,Básico,6515.24,2365.98,5.5
541,55,Centro-Oeste,Básico,4584.99,1407.69,7.1
542,20,Norte,Premium,1628.27,815.45,6.0
543,28,Norte,Intermediário,3129.27,2514.86,6.2
544,27,Centro-Oeste,Intermediário,5357.81,1424.03,6.1
545,62,Norte,Premium,3780.48,1513.77,7.9
546,20,Sul,Intermediário,3431.91,1828.83,6.9
547,40,Sul,Básico,6301.32,2599.81,6.9
548,49,Sudeste,Básico,2629.07,1814.03,8.0
549,45,Sudeste,Básico,3002.77,960.62,7.0
550,54,Centro-Oeste,Básico,4517.08,2180.71,6.8
551,60,Norte,Intermediário,4785.68,1460.51,7.9
552,38,Nordeste,Premium,4944.51,3121.55,8.1
553,61,Centro-Oeste,Básico,5566.86,1799.22,7.0
554,34,Sul,Básico,4497.87,300.0,7.3
555,70,Nordeste,Premium,4934.08,2050.16,6.1
556,44,Centro-Oeste,Básico,3811.19,3161.22,6.0
557,57,Nordeste,Intermediário,4294.05,2903.14,8.3
558,64,Norte,Intermediário,4361.3,3081.67,7.8
559,60,Norte,Intermediário,4522.65,1086.17,7.8
560,63,Nordeste,Básico,5358.81,2438.51,7.6
561,46,Norte,Intermediário,5032.72,1294.6,7.3
562,20,Norte,Básico,4266.33,1957.0,8.2
563,44,Nordeste,Intermediário,2986.31,908.93,8.5
564,27,Nordeste,Básico,4301.51,1348.88,8.5
565,65,Centro-Oeste,Intermediário,4157.97,1326.63,7.1
566,30,Norte,Intermediário,4489.77,2428.99,9.1
567,30,Nordeste,Básico,7509.79,2360.5,7.5
568,31,Centro-Oeste,Básico,3414.34,1993.77,8.1
569,52,Sul,Básico,4833.43,854.71,7.6
570,48,Sudeste,Básico,5802.69,1581.85,7.5
571,68,Sul,Básico,4347.0,1277.72,6.2
572,40,Nordeste,Premium,7706.77,2408.77,8.2
573,32,Centro-Oeste,Básico,3632.94,2624.73,10.0
574,20,Centro-Oeste,Premium,4686.13,2539.47,6.7
575,18,Sul,Premium,3001.79,1271.35,7.3
576,37,Sul,Básico,3672.71,300.0,6.6
577,67,Sul,Intermediário,4573.4,563.13,6.5
578,45,Sudeste,Premium,5469.46,2795.14,9.4
579,65,Centro-Oeste,Intermediário,4678.64,1519.12,6.3
580,23,Centro-Oeste,Básico,6088.67,1274.49,6.5
581,22,Sul,Básico,4057.55,2949.86,5.0
582,62,Nordeste,Básico,3701.75,2685.61,6.1
583,23,Nordeste,Intermediário,8255.98,1817.11,4.8
584,20,Sul,Premium,4791.36,1594.62,8.1
585,39,Nordeste,Premium,3120.78,1707.53,10.0
586,67,Nordeste,Básico,3158.6,1959.01,6.7
587,54,Centro-Oeste,Intermediário,2785.98,2920.03,4.9
588,23,Nordeste,Básico,5604.85,2095.73,8.5
589,62,Sul,Premium,3653.43,2308.22,6.2
590,62,Sul,Básico,4391.04,2618.49,9.0
591,60,Nordeste,Premium,4104.74,981.23,6.8
592,65,Centro-Oeste,Premium,5297.24,2328.4,6.3
593,30,Sul,Básico,2929.88,1593.8,7.0
594,69,Sudeste,Básico,2586.64,300.0,8.3
595,34,Nordeste,Premium,4536.45,310.28,6.9
596,60,Centro-Oeste,Básico,5101.44,1087.32,6.5
597,48,Sudeste,Intermediário,4698.8,2171.86,6.9
598,59,Sudeste,Premium,2985.82,1879.66,5.4
599,51,Norte,Intermediário,5216.23,1929.06,7.8
600,52,Nordeste,Básico,3084.21,3165.66,4.7
601,50,Sul,Básico,3417.69,911.64,6.6
602,59,Nordeste,Básico,2784.07,1780.8,8.3
603,57,Nordeste,Premium,6151.74,2013.1,7.6
604,25,Nordeste,Básico,5150.13,1284.61,8.0
605,61,Norte,Básico,5107.49,1819.83,7.1
606,46,Norte,Básico,6070.82,680.04,8.8
607,35,Nordeste,Premium,8418.97,2786.93,8.5
608,45,Sul,Básico,1636.16,1322.87,7.8
609,69,Norte,Premium,3092.44,3221.98,8.5
610,63,Nordeste,Intermediário,3275.74,1777.27,8.3
611,62,Norte,Premium,2923.77,2519.64,6.6
612,42,Centro-Oeste,Premium,2583.63,1762.69,5.3
613,59,Nordeste,Premium,3750.52,1778.48,7.8
614,38,Sudeste,Premium,2375.09,1391.18,8.0
615,54,Centro-Oeste,Básico,4702.56,1883.39,8.7
616,51,Sudeste,Intermediário,4277.55,2022.6,5.9
617,31,Sudeste,Intermediário,4921.54,1251.02,5.9
618,32,Centro-Oeste,Intermediário,4961.59,1712.47,7.8
619,21,Sul,Premium,5104.51,1372.93,7.1
620,25,Centro-Oeste,Premium,3639.89,3409.76,4.6
621,40,Sul,Intermediário,7381.72,1737.19,7.7
622,43,Sul,Intermediário,4551.65,2881.66,4.6
623,26,Centro-Oeste,Intermediário,1406.27,1663.06,5.9
624,40,Sudeste,Básico,2696.44,1981.5,9.1
625,50,Nordeste,Básico,1589.25,875.05,9.8
626,30,Sul,Básico,4226.0,1487.05,5.5
627,35,Sudeste,Básico,4017.29,1947.37,6.7
628,37,Sul,Básico,3497.36,2910.2,7.3
629,44,Nordeste,Intermediário,7216.39,1955.39,9.7
630,37,Sudeste,Básico,5023.47,2768.6,6.5
631,57,Centro-Oeste,Premium,5289.15,2248.51,6.5
632,35,Norte,Intermediário,2803.39,2939.18,9.4
633,40,Norte,Básico,2701.28,1758.67,6.7
634,38,Centro-Oeste,Básico,4255.21,3473.16,8.2
635,27,Nordeste,Básico,4459.51,1460.22,5.1
636,54,Norte,Premium,1415.53,1263.48,7.0
637,30,Centro-Oeste,Básico,3929.54,952.96,4.9
638,33,Sudeste,Intermediário,4221.11,3431.72,5.7
639,60,Nordeste,Premium,3877.28,2373.61,8.4
640,68,Sul,Premium,2979.91,1566.12,7.1
641,53,Sudeste,Básico,3390.7,2674.32,6.8
642,66,Centro-Oeste,Básico,3934.71,2281.38,6.2
643,63,Sul,Básico,4336.2,3176.29,6.9
644,43,Centro-Oeste,Básico,5107.19,716.52,7.6
645,58,Norte,Básico,5821.28,1614.25,8.6
646,35,Norte,Intermediário,3758.48,1476.24,3.5
647,42,Sul,Premium,3515.77,418.42,6.0
648,46,Sul,Intermediário,4856.48,2542.23,7.4
649,68,Sudeste,Intermediário,5116.27,1610.72,7.1
650,62,Norte,Básico,3548.7,2317.74,7.8
651,43,Nordeste,Premium,5385.59,3451.84,7.6
652,52,Norte,Intermediário,5669.38,1552.73,6.8
653,28,Norte,Premium,6137.53,1505.19,6.5
654,60,Nordeste,Premium,6867.48,1883.06,6.9
655,47,Centro-Oeste,Básico,2900.38,2491.07,8.8
656,46,Norte,Básico,4220.85,1403.3,6.2
657,58,Sul,Básico,4216.92,1358.33,7.1
658,51,Centro-Oeste,Básico,4052.89,2540.03,7.5
659,21,Nordeste,Premium,3226.11,2065.05,9.4
660,33,Centro-Oeste,Básico,1971.66,368.69,6.8
661,27,Sudeste,Intermediário,4339.02,942.23,8.5
662,56,Nordeste,Intermediário,3047.47,2850.87,8.9
663,19,Norte,Básico,4328.99,2081.35,7.1
664,28,Norte,Básico,3008.93,1266.46,6.9
665,49,Sul,Intermediário,2550.51,1680.71,6.7
666,54,Norte,Intermediário,4551.45,1809.27,6.8
667,44,Sudeste,Básico,4426.38,2315.01,8.4
668,63,Nordeste,Básico,5068.92,849.22,7.5
669,66,Sudeste,Intermediário,7478.8,1211.34,7.5
670,25,Norte,Básico,4615.93,1991.07,5.6
671,68,Sul,Premium,4927.62,1730.12,5.8
672,50,Sudeste,Básico,2583.66,2200.3,10.0
673,51,Centro-Oeste,Básico,2269.64,939.34,7.0
674,23,Nordeste,Intermediário,6574.24,2049.99,6.1
675,50,Sul,Intermediário,2814.78,2564.11,9.2
676,56,Nordeste,Intermediário,2634.08,2140.77,7.6
677,48,Centro-Oeste,Básico,4141.35,1897.38,8.0
678,22,Nordeste,Premium,4064.71,1732.88,7.0
679,45,Nordeste,Intermediário,2846.24,1215.6,6.8
680,67,Centro-Oeste,Intermediário,3742.54,1749.6,7.0
681,56,Norte,Básico,6044.06,2681.79,5.3
682,25,Norte,Básico,2991.01,1716.68,7.1
683,68,Nordeste,Intermediário,2109.49,1177.14,7.6
684,68,Norte,Básico,5613.89,1455.43,9.8
685,26,Centro-Oeste,Intermediário,4938.45,1940.6,7.3
686,60,Sul,Básico,3269.22,1538.54,3.9
687,39,Norte,Premium,1826.75,2139.71,7.1
688,49,Norte,Intermediário,3083.06,2165.99,10.0
689,41,Norte,Premium,4117.94,2422.29,8.4
690,59,Centro-Oeste,Intermediário,5948.51,2796.49,6.1
691,70,Nordeste,Básico,2645.13,2497.1,8.0
692,60,Centro-Oeste,Premium,4073.22,1146.03,6.2
693,67,Norte,Intermediário,5212.72,1167.53,5.3
694,68,Nordeste,Intermediário,1200.0,1746.96,6.7
695,22,Centro-Oeste,Básico,5750.68,1484.18,7.3
696,31,Centro-Oeste,Intermediário,2426.32,1003.17,4.6
697,56,Centro-Oeste,Premium,4697.99,1490.82,5.6
698,49,Sudeste,Intermediário,4570.02,1467.84,7.2
699,20,Centro-Oeste,Básico,5826.88,1329.71,6.6
700,23,Sul,Intermediário,5026.39,1578.95,7.8
701,45,Centro-Oeste,Intermediário,1200.0,2624.92,5.5
702,50,Nordeste,Premium,3022.83,1939.47,8.2
703,26,Nordeste,Básico,4407.31,3530.27,5.5
704,27,Nordeste,Básico,3907.53,1919.36,9.5
705,24,Centro-Oeste,Premium,4916.42,1596.95,4.8
706,47,Nordeste,Intermediário,5384.05,1802.89,5.7
707,18,Sul,Intermediário,5112.68,1979.54,7.8
708,48,Centro-Oeste,Intermediário,3878.59,2104.68,9.5
709,43,Sul,Básico,1430.49,3253.7,7.6
710,42,Sudeste,Intermediário,3516.78,1208.28,8.0
711,54,Nordeste,Básico,4824.55,2401.33,7.2
712,45,Nordeste,Básico,2564.33,1945.43,5.8
713,56,Sudeste,Intermediário,5146.91,700.23,6.5
714,58,Nordeste,Intermediário,5562.59,2339.49,5.5
715,66,Nordeste,Premium,4390.3,2687.34,5.4
716,60,Sul,Básico,1200.0,1199.98,7.8
717,45,Centro-Oeste,Básico,2282.87,1793.75,5.6
718,44,Norte,Premium,7029.28,592.25,7.6
719,30,Centro-Oeste,Básico,3380.19,918.84,5.4
720,49,Centro-Oeste,Básico,1223.79,2533.62,7.6
721,25,Sul,Básico,6052.87,1473.51,6.5
722,67,Sudeste,Intermediário,4220.03,1023.84,9.2
723,62,Norte,Premium,5857.41,1960.62,7.7
724,24,Norte,Intermediário,4615.44,1434.31,8.9
725,59,Sudeste,Intermediário,4887.84,1470.42,6.1
726,24,Norte,Básico,4744.51,2317.53,7.3
727,56,Nordeste,Básico,5246.23,986.79,5.8
728,22,Norte,Intermediário,7616.15,1166.24,6.6
729,43,Norte,Básico,5656.51,1907.86,6.8
730,52,Sul,Básico,1829.49,2478.59,6.2
731,56,Norte,Básico,4869.99,2666.71,5.5
732,40,Norte,Básico,5912.22,1334.46,5.2
733,66,Sul,Intermediário,6004.05,2456.16,3.9
734,59,Norte,Intermediário,3560.09,1251.1,5.7
735,29,Sul,Básico,5947.42,3078.35,8.1
736,53,Norte,Intermediário,5591.61,1006.36,5.0
737,56,Norte,Intermediário,8058.78,2729.94,5.3
738,35,Norte,Intermediário,3075.0,1340.46,9.7
739,57,Sudeste,Premium,3438.9,3209.27,6.3
740,65,Sudeste,Básico,3740.82,2213.92,7.6
741,61,Centro-Oeste,Premium,3464.67,1088.79,8.1
742,58,Nordeste,Básico,2864.97,1434.43,8.1
743,51,Norte,Básico,1200.0,2346.83,5.1
744,32,Centro-Oeste,Básico,3547.95,2536.85,6.9
745,60,Nordeste,Intermediário,4754.04,1750.5,4.9
746,37,Centro-Oeste,Básico,3460.17,1831.26,10.0
747,46,Sudeste,Básico,7103.07,2330.85,5.0
748,34,Sul,Intermediário,4220.06,1892.26,5.7
749,34,Centro-Oeste,Básico,6136.54,894.55,5.7
750,26,Norte,Básico,4592.13,1230.92,5.1
751,68,Nordeste,Básico,5439.61,1964.58,9.1
752,25,Sul,Básico,4618.86,2650.84,10.0
753,22,Centro-Oeste,Básico,6253.18,2931.19,6.5
754,67,Sudeste,Básico,4283.91,2345.67,5.4
755,47,Centro-Oeste,Básico,4944.18,2001.1,4.1
756,41,Norte,Intermediário,4749.5,2324.17,6.9
757,57,Sul,Premium,3767.57,1333.27,6.8
758,38,Sudeste,Intermediário,4807.47,1692.74,6.3
759,24,Sul,Intermediário,7551.58,1223.11,7.5
760,56,Sul,Premium,3794.4,925.88,7.8
761,27,Nordeste,Premium,4829.2,2033.48,7.7
762,47,Nordeste,Intermediário,6086.67,1929.86,6.8
763,68,Nordeste,Premium,5910.38,2281.36,5.7
764,67,Sul,Premium,4217.57,2182.28,8.1
765,37,Centro-Oeste,Intermediário,1200.0,1969.85,7.2
766,59,Centro-Oeste,Intermediário,4975.05,2189.63,8.4
767,50,Sul,Básico,1200.0,1770.12,8.3
768,43,Sudeste,Básico,6404.91,2089.02,5.2
769,25,Sul,Intermediário,4454.21,1291.7,5.2
770,37,Sul,Intermediário,5699.51,2058.79,6.1
771,52,Norte,Básico,2846.83,2267.89,5.7
772,70,Nordeste,Intermediário,1871.24,1331.22,8.3
773,18,Sudeste,Intermediário,4591.13,1836.28,7.7
774,56,Sul,Premium,4149.59,1363.48,8.7
775,62,Norte,Básico,3462.69,1431.45,7.8
776,68,Nordeste,Básico,4326.99,1012.55,7.5
777,40,Centro-Oeste,Intermediário,8351.15,2686.04,8.9
778,24,Sudeste,Premium,5451.79,2545.98,7.9
779,32,Norte,Premium,5774.25,2176.2,7.3
780,63,Sudeste,Premium,5465.91,3180.54,9.3
781,64,Nordeste,Premium,6419.19,1667.53,7.4
782,51,Nordeste,Básico,3914.89,3922.23,6.8
783,24,Centro-Oeste,Básico,1200.0,1640.73,6.0
784,24,Centro-Oeste,Básico,3917.12,1978.64,8.2
785,43,Sudeste,Intermediário,5417.6,1521.56,8.9
786,49,Nordeste,Premium,2745.3,2060.63,7.1
787,19,Sul,Básico,3935.45,2384.93,9.0
788,54,Norte,Intermediário,3162.35,1720.26,4.4
789,46,Sul,Básico,6453.04,3043.7,7.1
790,18,Norte,Básico,5324.19,1967.4,7.1
791,23,Sudeste,Básico,5177.31,1989.34,6.2
792,42,Nordeste,Básico,5132.4,1163.7,10.0
793,56,Nordeste,Premium,4144.13,2092.95,7.1
794,61,Norte,Básico,4496.33,1706.18,6.6
795,40,Sudeste,Premium,2422.22,1374.23,7.2
796,33,Norte,Intermediário,1200.0,1256.47,4.4
797,69,Sudeste,Básico,4425.12,3670.23,6.1
798,42,Sudeste,Básico,4685.99,1615.57,8.6
799,34,Sul,Premium,6013.9,780.11,6.3
800,41,Sudeste,Básico,6557.0,1311.24,6.0
